codice_scuola,codice_istituto,gestione,denominazione,grado,indirizzo,cap,codice_comune,comune,lon,lat,fonte,codice_edificio,id_bene,osm_id,alunni,stranieri,stranieri_ue,stranieri_nonue,pct_stranieri,percorso_prevalente,quota_percorso,flag
RMSD06001L,RMSD06000G,statale,PERCORSO II LIV SEZ CARC ROMA 2,ISTITUTO D'ARTE,C.C.F.REBIBBIA,00159,H501,Roma,,,nessuna,,,,1,0,0,0,0,LICEO,1,pochi_alunni
RMPC06301E,RMIS063007,statale,LUCIO ANNEO SENECA,LICEO CLASSICO,VIA ALBERGOTTI 35,00167,H501,Roma,12.43444,41.90425,fgb_civico,0580911327,2632683,,1090,108,31,77,9.9,LICEO,1,
RMMM8FJ01C,RMIC8FJ00B,statale,LUPO ALBERTO,SCUOLA PRIMO GRADO,LARGO BIGNOTTI 10,00127,H501,Roma,12.426516,41.80201,civico,0580910147,,,401,9,4,5,2.2,,,
RMPC09000T,RMPC09000T,statale,FRANCESCO VIVONA,LICEO CLASSICO,VIA DELLA FISICA 14 (EUR),00144,H501,Roma,12.465282,41.833662,civico,0580911233,,,1034,6,2,4,0.6,LICEO,1,
RMAA8EW01R,RMIC8EW00X,statale,VIA GUATTARI,SCUOLA INFANZIA,VIA GUATTARI 55,00176,H501,Roma,12.55914,41.88151,fgb_civico,0580913863,2632557,,,,,,,,,
RMPS24000N,RMPS24000N,statale,MORGAGNI,LICEO SCIENTIFICO,VIA FONTEIANA 125,00152,H501,Roma,12.454647,41.877625,fgb_civico,0580911188,449420,,1168,33,5,28,2.8,LICEO,1,
RMEE8CR018,RMIC8CR006,statale,"""SILVIA CARDONE""",SCUOLA PRIMARIA,VIA GUIDO CORBELLINI 35,00132,H501,Roma,12.66354,41.90842,fgb_civico,,2639963,,354,48,15,33,13.6,,,
RMEE8E6023,RMIC8E600X,statale,F. DE SANCTIS,SCUOLA PRIMARIA,VIA ADOLFO GIAQUINTO24,00169,H501,Roma,12.57416,41.86755,fgb_cognome,0580910542,983795,,140,21,4,17,15,,,
RMMM819012,RMIC819001,statale,BUONARROTI,SCUOLA PRIMO GRADO,VIA PUGLIE 31,00187,H501,Roma,12.495381,41.910135,civico,,,,245,41,2,39,16.7,,,
RMEE8AG01B,RMIC8AG009,statale,VIA CONCESIO,SCUOLA PRIMARIA,VIA CONCESIO 2,00188,H501,Roma,12.486,42.00221,fgb_civico,0580910416,2529877,,280,111,44,67,39.6,,,
RMEE8B803X,RMIC8B800Q,statale,GIORGIO PERLASCA,SCUOLA PRIMARIA,VIA MARCO TULLIO ZANZUCCHI 21,00148,H501,Roma,12.442518,41.841585,osm_plesso,0580910505,,way/815910302,99,10,5,5,10.1,,,
RMEE8FB019,RMIC8FB007,statale,CHICO MENDEZ,SCUOLA PRIMARIA,VIA POSEIDONE 39,00133,H501,Roma,12.62034,41.86985,fgb_civico,0580913298,2639978,,417,195,71,124,46.8,,,
RMEE864033,RMIC86400V,statale,VIA BREMBIO,SCUOLA PRIMARIA,VIA BREMBIO83,00188,H501,Roma,12.48788,41.99493,fgb_civico,0580910606,983711,,359,30,11,19,8.4,,,
RMEE8GG024,RMIC8GG001,statale,MONTESSORI - VIA LEMONIA,SCUOLA PRIMARIA,VIA LEMONIA 242,00174,H501,Roma,12.5618,41.84953,fgb_civico,0580911170,2631904,,119,1,0,1,0.8,,,
RMRV089015,RMIS08900B,statale,CINETV ROSSELLINI SERV. CULT. E SPETT.,IST PROF CINEMATOGRAFIA E TELEVISIONE,VIA DELLA VASCA NAVALE 58,00146,H501,Roma,12.468559,41.85643,fgb_civico,0580911791,737062,,818,37,7,30,4.5,PROFESSIONALE,1,
RMEE8ET01E,RMIC8ET00C,statale,G.BELLI,SCUOLA PRIMARIA,VIA VENEZIA GIULIA 50,00177,H501,Roma,12.553297,41.895975,fgb_cognome,0580910427,967535,,291,91,7,84,31.3,,,
RMRI11901N,RMIS119002,statale,DE AMICIS CATTANEO,IST PROF INDUSTRIA E ARTIGIANATO,VIA GALVANI 6,00153,H501,Roma,12.471999,41.879743,fgb_civico,0580911512,180,,655,149,27,122,22.7,PROFESSIONALE,1,
RMMM82201T,RMIC82200R,statale,MONTALE EUGENIO,SCUOLA PRIMO GRADO,VIA CASAL BIANCO 140,00131,H501,Roma,12.628673,41.941466,fgb_civico,0580910559,22997,,544,27,12,15,5,,,
RMMM825019,RMIC825008,statale,"""DUCA D'AOSTA""",SCUOLA PRIMO GRADO,VIA ORVIETO 45,00182,H501,Roma,12.517966,41.88431,fgb_civico,0580910947,965663,,376,47,4,43,12.5,,,
RMPC030006,RMPC030006,statale,ANCO MARZIO,LICEO CLASSICO,VIA CAPO PALINURO 72,00122,H501,Roma,12.287788,41.737989,civico,0580911348,,,1352,56,33,23,4.1,LICEO,1,
RMAA8CQ017,RMIC8CQ00A,statale,OVILE - VIA FOSSO DELL'OSA,SCUOLA INFANZIA,VIA FOSSO DELL'OSA 507,00132,H501,Roma,12.68135,41.90899,fgb_civico,0580910132,2639958,,,,,,,,,
RMEE8EW034,RMIC8EW00X,statale,PISACANE,SCUOLA PRIMARIA,VIA ACQUA BULLICANTE 30,00176,H501,Roma,12.54342,41.882582,civico,0580910356,,,406,152,5,147,37.4,,,
RMEE8E6034,RMIC8E600X,statale,MARCATI,SCUOLA PRIMARIA,VIA RUGANTINO 88,00169,H501,Roma,12.579548,41.864408,civico,0580910114,,,188,27,9,18,14.4,,,
RMMM8FB018,RMIC8FB007,statale,"""DARIO PAGANO""",SCUOLA PRIMO GRADO,VIA POSEIDONE66,00133,H501,Roma,12.6196,41.87024,fgb_civico,0580911796,2639979,,362,141,50,91,39,,,
RMEE82401E,RMIC82400C,statale,DE AMICIS,SCUOLA PRIMARIA,VIA DEL PIGNETO 301,00176,H501,Roma,12.53681,41.88601,fgb_civico,0580910487,983766,,282,56,8,48,19.9,,,
RMTF12101E,RMIS121002,statale,GIORGI,ISTITUTO TECNICO INDUSTRIALE,VIALE P. TOGLIATTI 1161,00155,H501,Roma,12.573164,41.900327,civico,0580910786,,,1270,193,62,131,15.2,TECNICO,0.74,
RMEE81002N,RMIC81000E,statale,ALBERTI,SCUOLA PRIMARIA,P.ZZA F. SACCO 11,00158,H501,Roma,12.560345,41.916598,civico,,,,67,17,0,17,25.4,,,
RMAA8E105T,RMIC8E100R,statale,FABIO MONTAGNA,SCUOLA INFANZIA,VIA TURANO 30,00155,H501,Roma,12.603423,41.910076,civico,,,,,,,,,,,
RMPS06301N,RMIS063007,statale,LUCIO ANNEO SENECA SCIENTIFICO,LICEO SCIENTIFICO,VIA ALBERGOTTI 35,00167,H501,Roma,12.42716,41.90538,fgb_cognome,0580911381,2632316,,388,28,8,20,7.2,LICEO,1,
RMAA854015,RMIC854008,statale,"I. C. ""ARISTIDE LEONORI""",SCUOLA INFANZIA,VIA FUNI 81,00125,H501,Roma,12.348911,41.774246,civico,,,,,,,,,,,
RMAA8GF012,RMIC8GF005,statale,VIA AMANTEA,SCUOLA INFANZIA,VIA AMANTEA 1,00178,H501,Roma,12.5575,41.83809,fgb_civico,0580910420,2512813,,,,,,,,,
RMAA8FU01Q,RMIC8FU00V,statale,R. SANZIO - VIA DEL CASALETTO,SCUOLA INFANZIA,VIA DEL CASALETTO 599,00151,H501,Roma,12.43829,41.85741,fgb_civico,0580910050,2631011,,,,,,,,,
RMMM8EW011,RMIC8EW00X,statale,ROSA PARKS,SCUOLA PRIMO GRADO,VIA U. GUATTARI 45,00172,H501,Roma,12.559326,41.880888,osm_plesso,0580913863,,way/991186885,398,114,6,108,28.6,,,
RMAA8B201N,RMIC8B200R,statale,VIA ORSA MAGGIORE,SCUOLA INFANZIA,VIA ORSA MAGGIORE,00144,H501,Roma,12.444201,41.813146,civico,,,,,,,,,,,
RMMM8E5015,RMIC8E5004,statale,DONATELLO,SCUOLA PRIMO GRADO,VIA GROTTE CELONI 20,00133,H501,Roma,12.6423,41.86025,fgb_cognome,0580910971,2639985,,317,38,17,21,12,,,
RMMM8CR017,RMIC8CR006,statale,PIAZZA MUGGIA,SCUOLA PRIMO GRADO,PIAZZA MUGGIA 3,00132,H501,Roma,12.653855,41.909436,civico,0580911459,,,496,44,21,23,8.9,,,
RMMM82301N,RMIC82300L,statale,MEDIA G.B.VALENTE,SCUOLA PRIMO GRADO,VIALE G.B. VALENTE 98,00177,H501,Roma,12.56689,41.89736,civico,,,,216,18,1,17,8.3,,,
RMPC05000B,RMPC05000B,statale,BENEDETTO DA NORCIA,LICEO CLASSICO,VIA SARACINESCO N. 18,00171,H501,Roma,12.55825,41.88996,fgb_civico,0580911350,983789,,1339,118,63,55,8.8,LICEO,1,
RMEE82201V,RMIC82200R,statale,NUZZO,SCUOLA PRIMARIA,VIA RUBELLIA 31,00131,H501,Roma,12.622907,41.940069,fgb_civico,0580911284,975947,,280,53,20,33,18.9,,,
RMEE8GF028,RMIC8GF005,statale,VIA DEL CALICE,SCUOLA PRIMARIA,VIA DEL CALICE 34,00178,H501,Roma,12.56379,41.83244,fgb_civico,0580910421,2512797,,136,16,2,14,11.8,,,
RMEE855027,RMIC855004,statale,VIA GIARRE -PRIMARIA,SCUOLA PRIMARIA,VIA GIARRE 41/45,00133,H501,Roma,12.671808,41.856292,civico,0580910779,,,443,105,49,56,23.7,,,
RMPM02601Q,RMIS026008,statale,"LICEO STATALE ""MACHIAVELLI"" (EX ORIANI)",ISTITUTO MAGISTRALE,PIAZZA INDIPENDENZA 7,00185,H501,Roma,12.503349,41.90424,fgb_cognome,0580911383,20690,,1194,91,29,62,7.6,LICEO,1,
RMTF08901X,RMIS08900B,statale,ISTITUTO TECNICO GRAFICA E COMUNICAZIONE,ISTITUTO TECNICO INDUSTRIALE,VIA LIBETTA 14,00146,H501,Roma,12.48074,41.86405,fgb_cognome,0580911010,2631159,,89,5,1,4,5.6,TECNICO,1,
RMEE8FH03A,RMIC8FH006,statale,VIA RENZI,SCUOLA PRIMARIA,VIA RENZI,00128,H501,Roma,12.44349,41.78532,fgb_civico,0580910564,2639926,,57,6,0,6,10.5,,,
RMAA8FU02R,RMIC8FU00V,statale,V. H. GIROLAMI,SCUOLA INFANZIA,VIA MANASSEI 60,00151,H501,Roma,12.44248,41.86543,fgb_cognome,0580910405,2631012,,,,,,,,,
RMEE8EK02Q,RMIC8EK00L,statale,ANDREA SANTORO,SCUOLA PRIMARIA,VIA F. VERDINOIS 54,00159,H501,Roma,12.55979,41.90469,fgb_cognome,0580913272,2631127,,183,9,1,8,4.9,,,
RMEE8B201V,RMIC8B200R,statale,VIA ORSA MAGGIORE,SCUOLA PRIMARIA,VIA ORSA MAGGIORE,00144,H501,Roma,12.44448,41.81308,fgb_cognome,0580913815,2575025,,570,14,1,13,2.5,,,
RMMM8EU019,RMIC8EU008,statale,GIUSEPPE TONIOLO,SCUOLA PRIMO GRADO,VIA ANAGNI 46,00171,H501,Roma,12.55624,41.89002,fgb_civico,0580911107,2632554,,244,48,3,45,19.7,,,
RMPS094019,RMIS09400V,statale,ARCHIMEDE,LICEO SCIENTIFICO,VIA MONTAIONE 15,00139,H501,Roma,12.514613,41.94951,civico,0580911400,,,521,17,2,15,3.3,LICEO,1,
RMMM8FA01C,RMIC8FA00B,statale,EX SAVIO,SCUOLA PRIMO GRADO,VIA CASALE DEL FINOCCHIO 56,00132,H501,Roma,12.69294,41.86062,fgb_cognome,0580910638,2639971,,509,167,76,91,32.8,,,
RMEE8GF017,RMIC8GF005,statale,APPIO CLAUDIO,SCUOLA PRIMARIA,VIA AMANTEA,00178,H501,Roma,12.5575,41.83809,fgb_civico,0580910420,2512813,,157,8,2,6,5.1,,,
RMPC04000R,RMPC04000R,statale,AUGUSTO,LICEO CLASSICO,VIA GELA 14,00182,H501,Roma,12.519865,41.877812,osm_plesso,,,relation/2408679,682,22,12,10,3.2,LICEO,1,
RMEE82202X,RMIC82200R,statale,NINO MANFREDI,SCUOLA PRIMARIA,VIA VALLE CASTELLANAN.27/29,00131,H501,Roma,12.646887,41.93149,fgb_via,0580911970,975953,,378,47,26,21,12.4,,,
RMMM855015,RMIC855004,statale,FRANCO FERRARA-SCUOLA SEC.I GR.,SCUOLA PRIMO GRADO,VIA PATERNO' 22,00133,H501,Roma,12.671681,41.858271,civico,0580910935,,,428,87,46,41,20.3,,,
RMEE8FH04B,RMIC8FH006,statale,VIA RENZINI,SCUOLA PRIMARIA,VIA RENZINI,00128,H501,Roma,12.44349,41.78532,fgb_civico,0580910564,2639926,,56,13,0,13,23.2,,,
RMEE8GL02R,RMIC8GL00N,statale,XXI APRILE,SCUOLA PRIMARIA,VIA LUCA PASSI 57,00166,H501,Roma,12.4107,41.89541,fgb_civico,0580910340,2632842,,291,13,5,8,4.5,,,
RMEE8EV016,RMIC8EV004,statale,GIULIO CESARE,SCUOLA PRIMARIA,VIA CONTE DI CARMAGNOLA 27,00176,H501,Roma,12.53386,41.89023,fgb_civico,0580910342,2512670,,389,146,5,141,37.5,,,
RMAA8E002V,RMIC8E0001,statale,VIALE GIORGIO DE CHIRICO 5,SCUOLA INFANZIA,VIALE GIORGIO DE CHIRICO 5,00155,H501,Roma,12.58743,41.89801,fgb_civico,0580913269,2512677,,,,,,,,,
RMPS17000L,RMPS17000L,statale,NEWTON,LICEO SCIENTIFICO,V.LE MANZONI 47,00185,H501,Roma,12.508593,41.89326,fgb_civico,0580911418,25376,,1099,73,16,57,6.6,LICEO,1,
RMAA8E5011,RMIC8E5004,statale,PABLO PICASSO,SCUOLA INFANZIA,VIA MILLET 21,00133,H501,Roma,12.65153,41.86135,fgb_civico,0580913293,2639977,,,,,,,,,
RMMM85801L,RMIC85800G,statale,"""BRUNO BUOZZI""",SCUOLA PRIMO GRADO,VIA CASSIA 1694 ROMA,00123,H501,Roma,12.38085,42.00446,fgb_civico,0580910061,983988,,421,51,16,35,12.1,,,
RMTF09401B,RMIS09400V,statale,I.I.S. PACINOTTI - ARCHIMEDE,ISTITUTO TECNICO INDUSTRIALE,VIA MONTAIONE 15,00139,H501,Roma,12.515116,41.94923,civico,0580911192,,,407,55,11,44,13.5,TECNICO,1,
RMPS06201T,RMIS06200B,statale,G. DE SANCTIS LICEO SCIENTIFICO,LICEO SCIENTIFICO,VIA CASSIA 931,00189,H501,Roma,12.430539,41.972116,nominatim,0580911355,,,743,74,22,52,10,LICEO,1,
RMEE8GF04A,RMIC8GF005,statale,GREGNA S. ANDREA,SCUOLA PRIMARIA,VIA DELLA SETA 8,00173,H501,Roma,12.58556,41.82531,fgb_civico,0580910494,2512811,,205,30,15,15,14.6,,,
RMAA8GF023,RMIC8GF005,statale,VIA DEL CALICE,SCUOLA INFANZIA,VIA DEL CALICE 34/I,00178,H501,Roma,12.56379,41.83244,fgb_civico,0580910421,2512797,,,,,,,,,
RMEE8E0013,RMIC8E0001,statale,GESMUNDO,SCUOLA PRIMARIA,P.ZZA DE CUPIS 20,00155,H501,Roma,12.590832,41.903574,fgb_cognome,0580910433,971131,,374,97,29,68,25.9,,,
RMAA8EV011,RMIC8EV004,statale,VIA FORTEGUERRI,SCUOLA INFANZIA,VIA ALBERTO DA GIUSSANO 54,00176,H501,Roma,12.53386,41.89023,fgb_civico,0580910342,2512670,,,,,,,,,
RMEE8E5016,RMIC8E5004,statale,PABLO PICASSO,SCUOLA PRIMARIA,VIA MILLET 21,00133,H501,Roma,12.65153,41.86135,fgb_civico,0580913293,2639977,,328,35,13,22,10.7,,,
RMAA8EK02E,RMIC8EK00L,statale,A.SANTORO,SCUOLA INFANZIA,VIA F. VERDINOIS 54,00159,H501,Roma,12.55979,41.90469,fgb_cognome,0580913272,2631127,,,,,,,,,
RMEE8G801V,RMIC8G800R,statale,PIERO ANGELA,SCUOLA PRIMARIA,VIA RATTO DELLE SABINE 1,00131,H501,Roma,12.601885,41.9469,fgb_civico,0580910426,975952,,415,18,6,12,4.3,,,
RMMM8GG012,RMIC8GG001,statale,BELLINI VINCENZO,SCUOLA PRIMO GRADO,CIRC.NE TUSCOLANA 59/61,00174,H501,Roma,12.567699,41.85046,civico,,,,587,31,4,27,5.3,,,
RMAA82301D,RMIC82300L,statale,MATERNA VIA PENAZZATO,SCUOLA INFANZIA,VIA D. PENAZZATO 72,00177,H501,Roma,12.56653,41.89823,fgb_cognome,0580910008,2512785,,,,,,,,,
RMTF11901E,RMIS119002,statale,ISTITUTO TECNICO,ISTITUTO TECNICO INDUSTRIALE,LUNGOTEVERE TESTACCIO 32,00153,H501,Roma,12.471999,41.879743,fgb_civico,0580911512,180,,44,17,2,15,38.6,TECNICO,1,
RMAA85802D,RMIC85800G,statale,LA STORTA,SCUOLA INFANZIA,VIA CASSIA 1694,00123,H501,Roma,12.381808,42.003988,fgb_civico,0580910429,958019,,,,,,,,,
RMAA853019,RMIC85300C,statale,VIA DEGLI ORAFI 30,SCUOLA INFANZIA,VIA DEGLI ORAFI 30,00133,H501,Roma,12.60907,41.86272,fgb_civico,0580910399,2639988,,,,,,,,,
RMEE8GE01B,RMIC8GE009,statale,GIUSEPPE GARIBALDI,SCUOLA PRIMARIA,VIA MONDOVI' 16,00183,H501,Roma,12.515275,41.877734,civico,,,,289,64,4,60,22.1,,,
RMMM8FU01X,RMIC8FU00V,statale,VIA DELLA NOCETTA,SCUOLA PRIMO GRADO,VIA DELLA NOCETTA 100,Non Disponibile,H501,Roma,12.43266,41.88285,fgb_civico,0580911124,2632450,,391,17,8,9,4.3,,,
RMMM8EV015,RMIC8EV004,statale,"""G.B. PIRANESI""",SCUOLA PRIMO GRADO,VIA L. DAL VERME 109,00176,H501,Roma,12.53953,41.88869,fgb_civico,0580911054,2512672,,309,101,4,97,32.7,,,
RMEE8EK01P,RMIC8EK00L,statale,PICCININI,SCUOLA PRIMARIA,VIA F.FIORENTINI 48,00159,H501,Roma,12.55577,41.90917,fgb_cognome,0580910491,2631133,,344,14,1,13,4.1,,,
RMAA8B101T,RMIC8B1001,statale,INFANZIA-VIA TORSIELLO,SCUOLA INFANZIA,VIA TORSIELLO 57,00128,H501,Roma,12.47561,41.769021,civico,,,,,,,,,,,
RMPS09402A,RMIS09400V,statale,I.I.S. PACINOTTI - ARCHIMEDE,LICEO SCIENTIFICO,VIA MONTAIONE 15,00139,H501,Roma,12.514841,41.948848,fgb_civico,0580911670,449455,,641,39,15,24,6.1,LICEO,1,
RMEE8E102X,RMIC8E100R,statale,MASSIMO TROISI,SCUOLA PRIMARIA,VIA ARETUSA 5,00155,H501,Roma,12.607831,41.910633,civico,0580913385,,,265,47,11,36,17.7,,,
RMEE821013,RMIC821001,statale,BUENOS AIRES,SCUOLA PRIMARIA,VIA R.FUCINI 265,00137,H501,Roma,12.55135,41.94722,fgb_civico,0580910461,2543335,,482,60,8,52,12.4,,,
RMEE85401A,RMIC854008,statale,"I. C. ""ARISTIDE LEONORI""",SCUOLA PRIMARIA,VIA FUNI 81,00125,H501,Roma,12.348911,41.774246,civico,,,,393,78,30,48,19.8,,,
RMEE81401X,RMIC81400T,statale,DI DONATO,SCUOLA PRIMARIA,VIA NINO BIXIO 85,00185,H501,Roma,12.507276,41.892391,civico,,,,325,138,6,132,42.5,,,
RMAA8E001T,RMIC8E0001,statale,VIA LUIGI APPIANI,SCUOLA INFANZIA,VIA LUIGI APPIANI 32,00155,H501,Roma,12.58617,41.90256,fgb_cognome,0580913330,2631830,,,,,,,,,
RMMM8GF016,RMIC8GF005,statale,SMS VIA DELLA SETA,SCUOLA PRIMO GRADO,Non Disponibile,Non Disponibile,H501,Roma,12.58556,41.82531,fgb_civico,0580910494,2512811,,252,18,11,7,7.1,,,
RMEE85802P,RMIC85800G,statale,ISOLA FARNESE,SCUOLA PRIMARIA,VIA ISOLA FARNESE 233,00123,H501,Roma,12.39404,42.0192,fgb_cognome,0580910430,2639294,,101,5,1,4,5,,,
RMPC06201P,RMIS06200B,statale,G. DE SANCTIS LICEO CLASSICO LINGUISTICO,LICEO CLASSICO,VIA CASSIA 931,00189,H501,Roma,12.430539,41.972116,nominatim,0580911355,,,1134,160,41,119,14.1,LICEO,1,
RMAA8GE016,RMIC8GE009,statale,GIUSEPPE GARIBALDI,SCUOLA INFANZIA,VIA MONDOVI' 16,00183,H501,Roma,12.515275,41.877734,civico,,,,,,,,,,,
RMEE8CM026,RMIC8CM003,statale,BAMBINI DEL MONDO,SCUOLA PRIMARIA,VIA F. GENTILE 40,00173,H501,Roma,12.58567,41.85422,fgb_cognome,0580910629,2631523,,344,34,10,24,9.9,,,
RMMM854019,RMIC854008,statale,"I.C. ""ARISTIDE LEONORI""",SCUOLA PRIMO GRADO,VIA ACHILLE FUNI 41,00125,H501,Roma,12.346941,41.774306,fgb_civico,0580911006,968574,,432,62,23,39,14.4,,,
RMAA8B102V,RMIC8B1001,statale,BUSTER KEATON 1,SCUOLA INFANZIA,VIA BUSTER KEATON SNC,00128,H501,Roma,12.47397,41.786001,osm_istituto,,,way/26170318,,,,,,,,
RMEE8FU011,RMIC8FU00V,statale,V.H. GIROLAMI,SCUOLA PRIMARIA,VIA CASIMIRO MANASSEI 60,00151,H501,Roma,12.44248,41.86543,fgb_cognome,0580910405,2631012,,368,12,1,11,3.3,,,
RMAA8CN01Q,RMIC8CN00V,statale,CORCOLLE SUD,SCUOLA INFANZIA,VIA SPINETOLI 96/98,00132,H501,Roma,12.72624,41.913297,civico,0580913145,,,,,,,,,,
RMMM8B201T,RMIC8B200R,statale,VIA DELLE COSTELLAZIONI,SCUOLA PRIMO GRADO,VIA DELLE COSTELLAZIONI,00144,H501,Roma,12.44627,41.81457,fgb_civico,0580910137,2575021,,490,9,3,6,1.8,,,
RMEE812018,RMIC812006,statale,ANNA FRANK,SCUOLA PRIMARIA,VIA RUSSOLILLO 64,00138,H501,Roma,12.5179,41.97012,fgb_civico,0580910301,2574769,,310,147,18,129,47.4,,,
RMEE82302Q,RMIC82300L,statale,ELEMENTARE G.B. VALENTE,SCUOLA PRIMARIA,VIALE G.B. VALENTE 100,00177,H501,Roma,12.56653,41.89823,fgb_cognome,0580910008,2512785,,220,24,2,22,10.9,,,
RMEE85701T,RMIC85700Q,statale,PLESSO L. ANGELINI,SCUOLA PRIMARIA,VIA SFORZINI 40,00123,H501,Roma,12.33912,42.07066,fgb_cognome,0580910620,2639191,,264,81,29,52,30.7,,,
RMEE8CM037,RMIC8CM003,statale,IV MIGLIO,SCUOLA PRIMARIA,VIA S.TARCISIO 137,00178,H501,Roma,12.54208,41.84298,fgb_cognome,0580913286,2512808,,230,24,7,17,10.4,,,
RMEE8FH05C,RMIC8FH006,statale,CASTEL DI LEVA,SCUOLA PRIMARIA,VIA ARDEATINA KM. 13,00134,H501,Roma,12.55058,41.77291,fgb_civico,0580913731,2639305,,173,46,13,33,26.6,,,
RMMM8EK01N,RMIC8EK00L,statale,SMS STEFANIA QUARANTA,SCUOLA PRIMO GRADO,VIA F. FIORENTINI 48,00159,H501,Roma,12.55555,41.90954,fgb_cognome,0580911033,2631132,,234,16,4,12,6.8,,,
RMAA8GE027,RMIC8GE009,statale,LORENZO CUNEO,SCUOLA INFANZIA,VIA CERVETERI 59,00183,H501,Roma,12.511102,41.881209,civico,0580913152,,,,,,,,,,
RMMM81401V,RMIC81400T,statale,DANIELE MANIN,SCUOLA PRIMO GRADO,VIA DELL'OLMATA 6,00184,H501,Roma,12.498363,41.896482,fgb_civico,0580911478,221182,,168,76,3,73,45.2,,,
RMEE8GK01X,RMIC8GK00T,statale,VITTORIO ALFIERI,SCUOLA PRIMARIA,LARGO SAN PIO V 21,00165,H501,Roma,12.43181,41.89269,fgb_cognome,0580910309,2632814,,505,59,11,48,11.7,,,
RMPM123015,RMIS12300N,statale,PASCAL,ISTITUTO MAGISTRALE,VIA BREMBIO,00188,H501,Roma,12.488008,41.996349,fgb_civico,0580911677,448285,,236,35,17,18,14.8,LICEO,1,
RMEE8FU022,RMIC8FU00V,statale,R. SANZIO,SCUOLA PRIMARIA,LARGO VALLAURI S.N.C.,00151,H501,Roma,12.43829,41.85741,fgb_civico,0580910050,2631011,,357,9,0,9,2.5,,,
RMEE8CN022,RMIC8CN00V,statale,CORCOLLE-SPINETOLI,SCUOLA PRIMARIA,VIA SPINETOLI 96,00132,H501,Roma,12.72624,41.913297,civico,0580913145,,,376,61,26,35,16.2,,,
RMEE8CC019,RMIC8CC007,statale,FAUSTO CECCONI,SCUOLA PRIMARIA,VIA DEI GLICINI60,00172,H501,Roma,12.564944,41.879175,fgb_civico,0580910330,943157,,398,116,17,99,29.1,,,
RMAA812013,RMIC812006,statale,PIAZZA S. FELICITA,SCUOLA INFANZIA,Non Disponibile,00138,H501,Roma,12.51585,41.97014,fgb_civico,0580911037,2574767,,,,,,,,,
RMEE85702V,RMIC85700Q,statale,PLESSO DI S.M. DI GALERIA,SCUOLA PRIMARIA,VIA ANGUILLARESE 171,00123,H501,Roma,12.30687,42.03801,fgb_civico,0580911022,2639185,,96,8,2,6,8.3,,,
RMPS114019,RMIS11400V,statale,EVANGELISTA TORRICELLI,LICEO SCIENTIFICO,VIA FORTE BRASCHI 99,00167,H501,Roma,12.418109,41.912398,civico,0580911422,,,542,68,17,51,12.5,LICEO,1,
RMMM8FH017,RMIC8FH006,statale,U. NISTRI,SCUOLA PRIMO GRADO,VIA A. RENZINI 50,00128,H501,Roma,12.55058,41.77291,fgb_civico,0580913734,2639305,,353,67,14,53,19,,,
RMEE818017,RMIC818005,statale,RUSPOLI,SCUOLA PRIMARIA,VIA GESU' E MARIA 28,00186,H501,Roma,12.478267,41.908218,fgb_cognome,0580910384,983712,,73,19,6,13,26,,,
RMMM8GK01V,RMIC8GK00T,statale,BRAMANTE,SCUOLA PRIMO GRADO,L.GO S.PIO V 20,00165,H501,Roma,12.43202,41.89618,fgb_civico,0580910938,2632817,,470,63,7,56,13.4,,,
RMEE8E0024,RMIC8E0001,statale,M. PIZZICAROLI,SCUOLA PRIMARIA,VIA APPIANI 32,00155,H501,Roma,12.58617,41.90256,fgb_cognome,0580913330,2631830,,167,30,9,21,18,,,
RMEE84001C,RMIC84000A,statale,ACQUAROSSA,SCUOLA PRIMARIA,LARGO DELLE MARIANNE 9,00121,H501,Roma,12.277719,41.742405,civico,,,,406,95,27,68,23.4,,,
RMEE8CC03B,RMIC8CC007,statale,RENZO PEZZANI,SCUOLA PRIMARIA,PIAZZA DEI MIRTI 31,00172,H501,Roma,12.56716,41.8804,osm_plesso,0580913760,,relation/13303442,426,135,16,119,31.7,,,
RMMM8CN01X,RMIC8CN00V,statale,VIA CANTIANO 131,SCUOLA PRIMO GRADO,VIA CANTIANO 131,00132,H501,Roma,12.79005,41.91337,fgb_civico,0580913661,2639944,,279,56,30,26,20.1,,,
RMEE85801N,RMIC85800G,statale,TOMASSETTI,SCUOLA PRIMARIA,VIA CASSIA 1690,00123,H501,Roma,12.381734,42.004051,osm_plesso,0580910429,,way/878658237,381,53,17,36,13.9,,,
RMMM812017,RMIC812006,statale,NOBEL,SCUOLA PRIMO GRADO,VIA RIO NELL'ELBA 145,00138,H501,Roma,12.51585,41.97014,fgb_civico,0580911037,2574767,,227,79,17,62,34.8,,,
RMAA8D6016,RMIC8D6009,statale,VIA VITTORINO DA FELTRE,SCUOLA INFANZIA,VIA VITTORINO DA FELTRE 2,00185,H501,Roma,12.491011,41.892579,civico,0580913253,,,,,,,,,,
RMEE818028,RMIC818005,statale,GIANTURCO,SCUOLA PRIMARIA,VIA DELLA PALOMBELLA 4,00186,H501,Roma,12.476129,41.898547,fgb_civico,0580910529,965211,,341,41,5,36,12,,,
RMMM8EY01L,RMIC8EY00G,statale,VIA LUCA GHINI,SCUOLA PRIMO GRADO,VIA LUCA GHINI 58,00172,H501,Roma,12.58053,41.87717,fgb_civico,0580913927,2631507,,408,129,29,100,31.6,,,
